01001395:Centro Privado de Educación Infantil Primaria y Secundaria:NAZARET:ALAVA, 35:01006:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro privado:incluye SEC:319:945232967:TIPO 2
01001498:Instituto de Educación Secundaria:FEDERICO BARAIBAR:NIEVES CANO 14:01006:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:388:945230250:TIPO 2
01001528:incluye SEC:Diocesanas:NIEVES CANO 10:01006:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro privado:incluye SEC:2076:945010130:TIPO 2
01001531:Centro Privado de Educación Secundaria:EGIBIDE:Francia 32:01002:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro privado:incluye SEC:1705:?:TIPO 2
01001553:Instituto de Formación Profesional Superior:MENDIZABALA:CTRA. LASARTE,S/N:01007:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:565:945000440:TIPO 2
01001619:Colegio de Educación Infantil y Primaria:VIRGEN DE ORO:MURGUIA:01130:Murgia:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:240:945430161:TIPO 2
01001784:Instituto de Educación Secundaria:ANITURRI:SENDA LANGARICA,S/N:01200:Salvatierra o Agurain:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:254:945300400:TIPO 2
01001796:Instituto de Educación Secundaria:MURGIA:Domingo de Sautu 69:01130:Murgia:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:255:945430228:TIPO 2
01001929:Centro Público Integrado:IKAS - BIDEA IKASTOLA:DURANA-ITURRIBERO:01520:Durana:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:1171:945299517:TIPO 2
01002004:Centro Privado de Educación Infantil Primaria y Secundaria:LAUDIO IKASTOLA:MOTXOTECALE, 16 B.UGARTE:01400:Laudio/Llodio:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro privado:incluye SEC:764:946726737:TIPO 2
01002168:Colegio de Educación Infantil y Primaria:LANDAZURI IKASTOLA:BEATO TOMAS DE ZUMARRAGA, 5:01008:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:213:945140066:TIPO 2
01002181:Colegio de Educación Infantil y Primaria:ABENDA¥O IKASTOLA:MEXICO,S/N:01009:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:602:945228546:TIPO 2
01002223:Colegio de Educación Infantil y Primaria:PEDRO LOPE DE LARREA IKASTOLA:ZAPATERIA, 7:01200:Salvatierra o Agurain:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:475:945300877:TIPO 2
01002481:Centro Público de Educación de Personas Adultas:NTRA. SRA. DEL CARMEN:AV. JUDIZMENDI,5:01002:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:113:?:TIPO 2
01002582:Colegio de Educación Infantil Primaria y Primer Ciclo de ESO:ETXAURREN IKASTOLA:PZA.DEL AYTO.:01476:Arespalditza/Respaldiza:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:191:945399287:TIPO 2
01002594:Centro Privado de Educación Infantil Primaria y Secundaria:ASSA IKASTOLA:M¦ CRUZ SÁENZ DíAZ, 3:01306:Lapuebla de Labarca:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro privado:incluye SEC:342:945607199:TIPO 2
01002600:Centro Privado de Educación Infantil Primaria y Secundaria:SAN BIZENTE IKASTOLA:Fueros 5:01320:Oyon-Oion:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro privado:incluye SEC:241:945601206:TIPO 2
01002624:Instituto de Educación Secundaria:MIGUEL DE UNAMUNO:VICENTE GONZALEZ DE ECHAV:01010:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:768:945241712:TIPO 2
